time_stamp,left_fsr_reading_mv,right_fsr_reading_mv,hip_distance,left_vibration_trigger,right_vibration_trigger,hip_vibration_trigger,Name,Activity
944011932,3442.0,2664.0,15.0,0,0,0,Nick_Stankus,Walking
944011932,3500.0,2321.0,13.0,0,0,0,Nick_Stankus,Walking
944011932,3468.0,2681.0,12.0,0,0,0,Nick_Stankus,Walking
944011932,3487.0,2317.0,10.0,0,0,0,Nick_Stankus,Walking
944011933,3467.0,2501.0,11.0,0,0,0,Nick_Stankus,Walking
944011933,3479.0,2860.0,13.0,0,0,0,Nick_Stankus,Walking
944011933,3456.0,2901.0,13.0,0,0,0,Nick_Stankus,Walking
944011933,3493.0,3017.0,13.0,0,0,0,Nick_Stankus,Walking
944011934,3446.0,2490.0,13.0,0,0,0,Nick_Stankus,Walking
944011934,3456.0,2419.0,14.0,0,0,0,Nick_Stankus,Walking
944011934,3503.0,2793.0,13.0,0,0,0,Nick_Stankus,Walking
944011934,3291.0,2702.0,14.0,0,0,0,Nick_Stankus,Walking
944011935,3256.0,2680.0,15.0,0,0,0,Nick_Stankus,Walking
944011935,3410.0,2777.0,14.0,0,0,0,Nick_Stankus,Walking
944011935,3486.0,2743.0,12.0,0,0,0,Nick_Stankus,Walking
944011935,3484.0,2460.0,11.0,0,0,0,Nick_Stankus,Walking
944011936,3501.0,2448.0,9.0,0,0,0,Nick_Stankus,Walking
944011936,3518.0,2628.0,9.0,0,0,0,Nick_Stankus,Walking
944011936,3323.0,2782.0,10.0,0,0,0,Nick_Stankus,Walking
944011936,3381.0,3037.0,11.0,0,0,0,Nick_Stankus,Walking
944011937,3497.0,2861.0,11.0,0,0,0,Nick_Stankus,Walking
944011937,3560.0,2533.0,11.0,0,0,0,Nick_Stankus,Walking
944011937,3511.0,2293.0,11.0,0,0,0,Nick_Stankus,Walking
944011937,3549.0,2627.0,11.0,0,0,0,Nick_Stankus,Walking
944011938,3465.0,2786.0,11.0,0,0,0,Nick_Stankus,Walking
944011938,3427.0,2835.0,12.0,0,0,0,Nick_Stankus,Walking
944011938,3450.0,2963.0,13.0,0,0,0,Nick_Stankus,Walking
944011938,3504.0,2871.0,12.0,0,0,0,Nick_Stankus,Walking
944011939,3520.0,2869.0,11.0,0,0,0,Nick_Stankus,Walking
944011939,3456.0,2822.0,9.0,0,0,0,Nick_Stankus,Walking
944011939,3523.0,2923.0,8.0,0,0,0,Nick_Stankus,Walking
944011939,3509.0,2886.0,9.0,0,0,0,Nick_Stankus,Walking
944011940,3454.0,2903.0,10.0,0,0,0,Nick_Stankus,Walking
944011940,3498.0,2927.0,10.0,0,0,0,Nick_Stankus,Walking
944011940,3569.0,2630.0,9.0,0,0,0,Nick_Stankus,Walking
944011940,3514.0,2101.0,9.0,0,0,0,Nick_Stankus,Walking
944011941,3541.0,2499.0,9.0,0,0,0,Nick_Stankus,Walking
944011941,3584.0,2854.0,9.0,0,0,0,Nick_Stankus,Walking
944011941,3482.0,2961.0,11.0,0,0,0,Nick_Stankus,Walking
944011941,3481.0,3053.0,13.0,0,0,0,Nick_Stankus,Walking
944011942,3518.0,3129.0,13.0,0,0,0,Nick_Stankus,Walking
944011942,3509.0,2907.0,13.0,0,0,0,Nick_Stankus,Walking
944011942,3477.0,2989.0,11.0,0,0,0,Nick_Stankus,Walking
944011942,3499.0,2934.0,10.0,0,0,0,Nick_Stankus,Walking
944011943,3520.0,3042.0,9.0,0,0,0,Nick_Stankus,Walking
944011943,3442.0,2932.0,11.0,0,0,0,Nick_Stankus,Walking
944011943,3443.0,2880.0,13.0,0,0,0,Nick_Stankus,Walking
944011943,3489.0,2909.0,13.0,0,0,0,Nick_Stankus,Walking
944011944,3491.0,2715.0,12.0,0,0,0,Nick_Stankus,Walking
944011944,3508.0,2404.0,11.0,0,0,0,Nick_Stankus,Walking
944011944,3533.0,2696.0,11.0,0,0,0,Nick_Stankus,Walking
944011944,3619.0,2842.0,9.0,0,0,0,Nick_Stankus,Walking
944011945,3594.0,2761.0,11.0,0,0,0,Nick_Stankus,Walking
944011945,3580.0,2801.0,13.0,0,0,0,Nick_Stankus,Walking
944011945,3613.0,2840.0,13.0,0,0,0,Nick_Stankus,Walking
944011945,3593.0,2812.0,12.0,0,0,0,Nick_Stankus,Walking
944011945,3547.0,2648.0,11.0,1,0,0,Nick_Stankus,Walking
944011946,3554.0,2847.0,10.0,1,0,0,Nick_Stankus,Walking
944011946,3570.0,2812.0,9.0,1,0,0,Nick_Stankus,Walking
944011946,3448.0,2664.0,11.0,1,0,0,Nick_Stankus,Walking
944011947,3213.0,2456.0,12.0,1,0,0,Nick_Stankus,Walking
944011947,2742.0,2113.0,12.0,0,0,0,Nick_Stankus,Walking
944011947,2715.0,2422.0,11.0,0,0,0,Nick_Stankus,Walking
944011947,3036.0,2712.0,11.0,0,0,0,Nick_Stankus,Walking
944011948,2583.0,2452.0,13.0,0,0,0,Nick_Stankus,Walking
944011948,2970.0,2495.0,14.0,0,0,0,Nick_Stankus,Walking
944011948,3315.0,2733.0,13.0,0,0,0,Nick_Stankus,Walking
944011948,3389.0,2663.0,12.0,0,0,0,Nick_Stankus,Walking
944011949,3508.0,2645.0,11.0,0,0,0,Nick_Stankus,Walking
944011949,3511.0,2888.0,11.0,0,0,0,Nick_Stankus,Walking
944011949,3495.0,3079.0,10.0,0,0,0,Nick_Stankus,Walking
944011949,3503.0,2958.0,12.0,0,0,0,Nick_Stankus,Walking
944011950,3519.0,2937.0,13.0,0,0,0,Nick_Stankus,Walking
944011950,3567.0,2879.0,12.0,0,0,0,Nick_Stankus,Walking
944011950,3566.0,2820.0,12.0,0,0,0,Nick_Stankus,Walking
944011950,3553.0,2929.0,11.0,0,0,0,Nick_Stankus,Walking
944011951,3554.0,3030.0,10.0,0,0,0,Nick_Stankus,Walking
944011951,3580.0,3008.0,8.0,0,0,0,Nick_Stankus,Walking
944011951,3560.0,2810.0,9.0,0,0,0,Nick_Stankus,Walking
944011951,3544.0,2582.0,10.0,0,0,0,Nick_Stankus,Walking
944011951,3612.0,2643.0,10.0,0,0,0,Nick_Stankus,Walking
944011952,3606.0,2194.0,11.0,0,0,0,Nick_Stankus,Walking
944011952,3600.0,2309.0,11.0,0,0,0,Nick_Stankus,Walking
944011952,3594.0,2738.0,10.0,0,0,0,Nick_Stankus,Walking
944011952,3629.0,2965.0,9.0,1,0,0,Nick_Stankus,Walking
944011953,3558.0,2928.0,10.0,1,0,0,Nick_Stankus,Walking
944011953,3481.0,3032.0,11.0,1,0,0,Nick_Stankus,Walking
944011953,3307.0,3062.0,12.0,1,0,0,Nick_Stankus,Walking
944011953,1964.0,196.0,14.0,0,0,0,Nick_Stankus,Walking
944011954,2469.0,1429.0,13.0,0,0,0,Nick_Stankus,Walking
944011954,2698.0,1786.0,12.0,0,0,0,Nick_Stankus,Walking
944011954,2454.0,2025.0,14.0,0,0,0,Nick_Stankus,Walking
944011955,2968.0,2693.0,14.0,0,0,0,Nick_Stankus,Walking
944011955,3272.0,3197.0,13.0,0,0,0,Nick_Stankus,Walking
944011955,3072.0,3185.0,12.0,0,0,0,Nick_Stankus,Walking
944011955,3047.0,3336.0,11.0,0,0,0,Nick_Stankus,Walking
944011956,3255.0,3369.0,11.0,0,0,0,Nick_Stankus,Walking
944011956,3280.0,3364.0,11.0,0,0,0,Nick_Stankus,Walking
944011956,3133.0,3379.0,12.0,0,0,0,Nick_Stankus,Walking
944011956,3270.0,3278.0,11.0,0,0,0,Nick_Stankus,Walking
944011957,3305.0,3223.0,10.0,0,0,0,Nick_Stankus,Walking
944011957,3171.0,3208.0,10.0,0,0,0,Nick_Stankus,Walking
944011957,3143.0,3231.0,11.0,0,0,0,Nick_Stankus,Walking
944011957,3265.0,3424.0,10.0,0,0,0,Nick_Stankus,Walking
944011958,3319.0,3381.0,8.0,0,0,0,Nick_Stankus,Walking
944011958,3143.0,3467.0,10.0,0,0,0,Nick_Stankus,Walking
944011958,3314.0,3408.0,11.0,0,0,0,Nick_Stankus,Walking
944011958,3375.0,3100.0,10.0,0,0,0,Nick_Stankus,Walking
944011959,3163.0,2546.0,9.0,0,0,0,Nick_Stankus,Walking
944011959,3150.0,2337.0,7.0,0,0,0,Nick_Stankus,Walking
