left_fsr_reading_mv,right_fsr_reading_mv,hip_distance,label
0.1263780245829878,-2.414130574987512,-1.0500660566900384,2
0.4329924461959709,-0.773954772270805,-0.7848431867013174,2
0.5017766700559176,-0.38215633696142765,-0.2543974467238754,2
0.49011832702880803,-0.08382615582716318,0.5412711632422876,2
0.6206917689324358,-0.4180071741792792,0.8064940332310087,2
0.6335159462622564,-1.5409066113241285,0.8064940332310087,2
0.6405109520785222,-1.7636939568922059,0.5412711632422876,2
0.6591643009218976,-0.3219781459171769,0.5412711632422876,2
0.5997067514836385,0.18889628443720732,0.01082542326484565,2
0.6335159462622564,0.1914570585241967,0.27604829325356667,2
0.7034660044249141,0.13640041565392474,0.27604829325356667,2
0.6941393300032265,-0.0006009980000078695,0.27604829325356667,2
0.6206917689324358,0.09414764321859972,0.27604829325356667,2
0.5670633910077315,0.2849253126993096,0.01082542326484565,2
-0.9380286937921207,-0.3066135013952405,-0.2543974467238754,2
-1.0161395920737553,-0.9532089583600626,0.27604829325356667,2
0.00629709140375869,-0.22466873061157988,0.01082542326484565,2
-0.06831630396974289,-0.812366383575646,0.01082542326484565,2
-0.27350314124687225,-0.7304216127919853,0.01082542326484565,2
0.18583557402124687,0.11719461000150427,-0.2543974467238754,2
0.14619720772907416,0.21834518643758535,-0.2543974467238754,2
0.1601872193616057,0.042932161478811834,0.01082542326484565,2
0.3035848385950541,0.25291563661194216,-0.2543974467238754,2
0.3035848385950541,-0.26436072895991547,-0.2543974467238754,2
0.28609732405438965,-0.40520330374433217,-0.2543974467238754,2
0.3956857485092201,0.3092526665257089,-0.2543974467238754,2
0.23946395194595116,0.1466435120018823,0.01082542326484565,2
0.2686098095137252,0.12487693226247246,0.01082542326484565,2
0.34788654209807063,0.13896118974091412,0.01082542326484565,2
0.3338965304655391,-0.5089146542674027,0.01082542326484565,2
0.3618765537306022,-0.2694822771338943,0.27604829325356667,2
0.3956857485092201,0.13768080269741942,0.01082542326484565,2
0.19399641414022362,0.1504846731323664,0.27604829325356667,2
0.1543580478480509,0.0582968060007482,0.5412711632422876,2
0.18933307692937976,0.016044033565423194,0.5412711632422876,2
-0.12777385340800199,-0.215706021307117,0.5412711632422876,2
-0.3959157430315233,-0.22979027878555866,0.27604829325356667,2
-0.12311051619715813,-0.010844094347965447,0.27604829325356667,2
0.13687053330738647,0.09414764321859972,0.01082542326484565,2
0.38869074269295434,0.1927374455676914,0.01082542326484565,2
0.4772941496989875,0.36430930939598083,0.27604829325356667,2
0.3618765537306022,0.41168363000528463,0.27604829325356667,2
0.38402740548211045,0.5281988509633021,0.01082542326484565,2
0.39335407990379817,0.7087334240960543,-0.2543974467238754,2
0.2534539635784827,0.8572583211414393,0.01082542326484565,2
0.336228199070961,0.845734837749987,0.27604829325356667,2
0.5041083386613396,0.829089806184556,0.5412711632422876,2
0.5600683851914657,0.8175663227931036,0.5412711632422876,2
0.5530733793752,0.8610994822719233,0.5412711632422876,2
0.22663977461613055,0.06213796713123229,0.27604829325356667,0
0.5519075450724891,0.3630289223524861,0.01082542326484565,0
0.6335159462622564,0.22346673461156413,-0.2543974467238754,0
0.675485981159851,0.3387015685260869,-0.2543974467238754,0
0.6731543125544291,0.46033833765808313,0.01082542326484565,0
0.6824809869761168,0.6050220735729839,-0.2543974467238754,0
0.7139585131493128,0.8175663227931036,-0.7848431867013174,0
0.6731543125544291,0.7983605171406832,-1.5805117966674804,0
0.6638276381327414,0.7881174207927256,-0.7848431867013174,0
0.17417723099413726,0.6459944589648142,0.5412711632422876,0
0.10889051004232338,0.7381823260964324,2.1326083831746137,0
-0.14059803073782257,0.49746956191942937,3.458722733118219,0
-0.46586580119418103,0.4232071133967369,3.72394560310694,0
0.4574749665529011,0.4091228559182952,-0.7848431867013174,0
0.5320883619264026,0.22602750869855354,-0.7848431867013174,0
0.5437467049535123,0.0019597760869815247,-0.2543974467238754,0
0.5973750828782166,0.18121396217623914,-0.2543974467238754,0
0.61369676311617,0.36943085756995964,-0.7848431867013174,0
0.6976368329113594,0.6728825868782029,-1.3152889266787593,0
0.6836468212788278,0.6472748460083089,-1.8457346666562013,0
0.7244510218737115,0.9071934158377325,-0.2543974467238754,0
0.429494943287838,0.5717320104421217,1.6021626431971716,0
-0.018185428953171517,0.10182996547956791,0.01082542326484565,0
0.4539774636447682,0.6844060702696552,-0.2543974467238754,0
0.6906418270950936,0.8444544507064923,-0.5196203167125963,0
0.7116268445438909,0.7151353593135279,-0.7848431867013174,0
0.6090334259053262,0.5256380768763127,0.5412711632422876,0
0.0832421553826822,0.4552167894841043,3.458722733118219,0
-2.45128161871095,0.40144053365732707,-0.5196203167125963,0
0.3035848385950541,0.6959295536611074,-1.0500660566900384,0
0.3630423880333131,0.718976520444012,-1.5805117966674804,0
-0.7048618332499283,0.7804350985317574,0.27604829325356667,0
-0.5463083680812374,0.7100138111395491,1.6021626431971716,0
-0.3399556965013971,-1.0146675364478082,-0.2543974467238754,0
0.29425816417336637,0.34894466487404446,0.01082542326484565,0
0.5717267282185754,0.7727527762707892,-0.2543974467238754,0
0.706963507333047,0.9417638660120893,-0.5196203167125963,0
0.6661593067381634,0.9353619307946158,-0.7848431867013174,0
0.5658975567050206,0.6459944589648142,1.0717169032197298,0
0.17650889959955918,0.7855566467057362,2.663054123152056,0
-0.011190423136905745,-1.4231110033226164,-1.3152889266787593,0
0.5460783735589342,-0.33990356452610265,-1.0500660566900384,0
0.6918076613978045,0.16584931765430277,-0.5196203167125963,0
0.7431043707170869,0.5102734323543763,-1.0500660566900384,0
0.7629235538631732,0.7970801300971885,-1.0500660566900384,0
0.708129341635758,0.9033522547072483,-0.2543974467238754,0
-0.29798566160380247,0.5999005253990051,1.8673855131858927,0
0.2954239984760773,-1.3680543604523445,-0.2543974467238754,0
0.6113650945107482,-1.0876495979270058,0.27604829325356667,0
0.4411532863149476,-0.10559273556657305,0.8064940332310087,1
0.45281162934205726,0.30541150539522477,1.6021626431971716,1
0.5169325159911602,0.592218203138037,1.0717169032197298,1
0.4341582804986818,0.5819751067900794,0.01082542326484565,1
0.5962092485755056,0.7804350985317574,-0.2543974467238754,1
0.7104610102411799,0.790678194879715,-0.2543974467238754,1
0.6801493183706949,0.7176961334005173,0.01082542326484565,1
-1.5839008974939939,-2.8520229438626985,0.01082542326484565,1
-0.10329133305107177,-0.8546191560109709,0.8064940332310087,1
-1.0476171182469511,0.2401117661769952,1.0717169032197298,1
0.5775558997321302,0.6242278792254043,0.8064940332310087,1
0.4726308124881436,0.06725951530521108,0.5412711632422876,1
-0.7701485542017422,-1.3642131993218605,0.27604829325356667,1
0.5565708822833328,0.816285935749609,0.8064940332310087,1
0.6300184433541235,0.9225580603596688,0.27604829325356667,1
0.6008725857863495,0.9916989607083825,-0.2543974467238754,1
0.5111033444776054,0.9878577995778984,0.01082542326484565,1
-0.4926799901565332,-0.05309686678329045,0.27604829325356667,1
-1.0919188217499678,0.20041976782865958,1.0717169032197298,1
-1.144381365371961,0.5281988509633021,0.5412711632422876,1
-0.6255851006655828,0.09158686913161034,0.27604829325356667,1
-0.6710526384713104,0.4308894356577051,-0.5196203167125963,1
-2.8861378136221387,0.6242278792254043,-1.0500660566900384,1
-0.5463083680812374,-0.004442159130491961,-0.7848431867013174,1
-2.352185702980518,-2.396205156378586,0.27604829325356667,1
0.09956383562063567,0.21962557348108006,1.0717169032197298,1
0.5915459113646617,0.7714723892272946,1.0717169032197298,1
0.6848126555815387,0.9225580603596688,0.5412711632422876,1
0.5519075450724891,0.5678908493116377,0.27604829325356667,1
0.13337303039925358,-0.4423345280056784,0.27604829325356667,1
0.61369676311617,-1.192641335493571,0.27604829325356667,1
0.7023001701222031,-1.2912311378426626,-0.7848431867013174,1
0.6894759927923826,0.21066286417661717,-0.5196203167125963,1
-3.5086933312697925,0.3873562761788854,0.5412711632422876,1
-1.1653663828207583,0.2849253126993096,-0.2543974467238754,1
-3.376954055063454,-0.18881789339372837,-0.2543974467238754,1
-3.332652351560437,-0.494830396788961,0.01082542326484565,1
-0.6803793128929981,0.41936595226625284,0.27604829325356667,1
-0.7514952053583668,0.7164157463570225,0.01082542326484565,1
-0.05549212663992231,0.8649406434024074,0.5412711632422876,1
-1.0406221124306854,-0.917358121142211,0.27604829325356667,1
-0.1697438883055966,-3.6599471683078524,-2.6414032766223645,1
0.5822192369429741,-3.7278076816130716,-2.1109575366449222,1
-2.404648246602511,-2.9710989389077054,-2.6414032766223645,1
-2.471100801857036,-2.7291057876872076,-2.1109575366449222,1
-3.5086933312697925,0.592218203138037,-2.1109575366449222,1
-3.5086933312697925,0.4052816947878111,-2.3761804066336434,1
-3.5086933312697925,-3.7278076816130716,-1.5805117966674804,1
0.7302801933872662,-3.7278076816130716,-2.3761804066336434,1
